,N,Rooms,Price,Totsp,Livesp,Kitsp,Dist,Metrdist,Walk,Brick,Tel,Bal,Floor,Nfloors,New,District
0,149387514,4,108000000.0,166.0,86.0,17.2,2.77,2,1.0,1.0,0.0,1.0,3,6,0.0,13.0
1,149749400,5,269893275.0,208.0,166.0,,1.45,10,1.0,1.0,0.0,0.0,3,9,0.0,13.0
2,147839229,3,44500000.0,78.7,49.5,,2.15,5,1.0,1.0,1.0,1.0,5,6,0.0,13.0
3,150437958,1,10100000.0,32.0,19.0,6,2.66,6,1.0,1.0,0.0,1.0,2,5,0.0,13.0
4,148186999,1,11500000.0,44.5,24.5,10,2.45,10,1.0,1.0,1.0,0.0,10,14,0.0,13.0
5,150452675,2,12900000.0,39.0,23.0,6.5,1.62,9,1.0,0.0,0.0,1.0,2,12,0.0,13.0
6,149632549,2,13600000.0,53.1,33.0,11,2.44,7,1.0,1.0,1.0,0.0,2,7,0.0,13.0
7,149953398,1,14700000.0,37.0,20.0,10,1.49,7,1.0,0.0,0.0,0.0,6,24,0.0,13.0
8,148282836,2,15000000.0,52.0,34.0,8,1.66,9,1.0,0.0,1.0,0.0,4,24,0.0,13.0
9,149351101,1,15200000.0,50.0,18.0,12.5,1.53,8,1.0,1.0,0.0,1.0,1,9,0.0,13.0
10,49549585,1,17781204.0,34.0,25.0,7,1.52,4,1.0,1.0,1.0,0.0,2,6,0.0,13.0
11,150464350,4,18600000.0,90.0,63.0,9,2.85,5,1.0,0.0,1.0,0.0,5,5,0.0,13.0
12,145205143,4,18600000.0,90.0,61.0,10,2.85,3,1.0,1.0,1.0,0.0,5,5,0.0,13.0
13,150609089,3,20000000.0,68.0,47.0,9,2.45,2,0.0,0.0,1.0,0.0,6,14,0.0,13.0
14,150824806,2,20500000.0,62.0,35.0,9,2.33,11,1.0,0.0,1.0,0.0,6,12,0.0,13.0
15,148181617,2,20550000.0,55.0,,,2.02,9,1.0,0.0,1.0,0.0,21,23,0.0,13.0
16,20665553,3,20700000.0,63.0,37,9,1.72,7,1.0,1.0,0.0,0.0,1,5,0.0,13.0
17,149500085,2,21300000.0,66.0,35,13,2.53,3,1.0,0.0,1.0,0.0,4,9,0.0,13.0
18,150068823,1,21420000.0,50.0,26,14,0.92,2,1.0,1.0,1.0,0.0,6,7,0.0,13.0
19,150638483,3,21500000.0,69.0,45,8,1.84,7,1.0,0.0,0.0,0.0,5,24,0.0,13.0
20,38354296,1,22238276.0,50.0,26,14,0.92,3,1.0,1.0,1.0,0.0,6,7,0.0,13.0
21,149670194,1,22238276.0,50.0,40,,0.92,2,1.0,1.0,0.0,0.0,6,7,0.0,13.0
22,149123442,2,21990000.0,60.0,36,9,2.31,5,1.0,0.0,1.0,1.0,6,10,0.0,13.0
23,149988833,2,22861548.0,52.0,40,8,2.37,4,1.0,1.0,1.0,1.0,3,4,0.0,13.0
24,150333336,2,23500000.0,65.0,43,7,2.24,3,1.0,0.0,0.0,0.0,5,8,0.0,13.0
25,148372278,1,24500000.0,40.0,20,10,1.68,10,1.0,0.0,1.0,0.0,5,6,0.0,13.0
26,149670377,2,25000000.0,50.4,40,,1.66,9,1.0,0.0,0.0,0.0,17,29,0.0,13.0
27,40562081,2,25000000.0,50.0,46,,1.66,8,1.0,0.0,0.0,0.0,17,24,0.0,13.0
28,149004008,,95000000.0,230.0,146,16.5,1.46,8,1.0,1.0,1.0,0.0,3,3,0.0,13.0
29,150090567,,533436120.0,399.0,,,1.45,7,1.0,0.0,0.0,0.0,8,9,0.0,13.0
30,150434175,3,67000000.0,97.0,63,8.5,0.84,2,1.0,0.0,1.0,0.0,6,7,0.0,13.0
31,149933462,2,25000000.0,55.0,48,6,1.66,5,1.0,0.0,1.0,0.0,17,24,0.0,13.0
32,150780275,3,26500000.0,76.0,51,12,2.24,8,1.0,0.0,1.0,1.0,6,6,0.0,13.0
33,148443098,2,27900000.0,64.0,36,12,1.98,7,1.0,1.0,1.0,1.0,4,6,0.0,13.0
34,149344677,1,28000000.0,65.0,48,,1.98,6,1.0,1.0,1.0,1.0,4,6,0.0,13.0
35,142347793,2,28900000.0,63.4,50,,1.98,5,1.0,0.0,0.0,1.0,4,6,0.0,13.0
36,150003272,2,29000000.0,45.5,36,,1.26,4,1.0,1.0,0.0,0.0,4,5,0.0,13.0
37,149292749,2,29300000.0,48.2,30,16,2.25,7,1.0,1.0,0.0,0.0,6,7,0.0,13.0
38,148794333,3,29300000.0,77.0,50,10,2.24,3,1.0,1.0,0.0,0.0,3,7,0.0,13.0
39,149097175,3,29488719.0,72.0,54,15,1.49,5,1.0,1.0,1.0,0.0,4,24,0.0,13.0
40,150519490,3,29500000.0,76.6,49.6,12.5,2.24,3,1.0,1.0,1.0,0.0,3,8,0.0,13.0
41,150519340,4,29500000.0,76.6,49.5,12.5,2.24,3,1.0,1.0,0.0,0.0,3,8,0.0,13.0
42,149270660,3,29500000.0,68.0,38,5.5,2.05,7,1.0,0.0,1.0,0.0,7,7,0.0,13.0
43,149488863,4,29900000.0,76.6,39,16,2.24,3,1.0,0.0,0.0,0.0,3,8,0.0,13.0
44,150048645,1,30000000.0,49.9,30,10,2.25,7,1.0,1.0,1.0,1.0,6,7,0.0,13.0
45,148442518,1,31206000.0,74.3,60.9,11,2.59,5,1.0,1.0,0.0,0.0,2,13,0.0,13.0
46,34040170,2,32000000.0,61.0,40,10,2.9,5,1.0,0.0,1.0,0.0,5,12,0.0,13.0
47,149346260,2,32240874.0,40.0,,,2.33,2,1.0,1.0,0.0,0.0,8,9,0.0,13.0
48,149928604,2,32387193.0,40.0,32,,2.33,18,1.0,1.0,0.0,0.0,8,10,0.0,13.0
49,149670126,3,34927365.0,70.8,44,10,1.49,5,1.0,0.0,0.0,0.0,4,24,0.0,13.0
50,148359860,2,34927365.0,60.0,34,7,2.02,9,1.0,0.0,0.0,0.0,21,24,0.0,13.0
51,51257349,3,35000000.0,97.0,54,15,1.56,7,1.0,1.0,1.0,1.0,6,6,0.0,13.0
52,150652449,3,35000000.0,80.0,49,9,1.47,8,1.0,1.0,1.0,0.0,1,3,0.0,13.0
53,150384239,"свободнаяпланировка в ЖК«НовыйАрбат,32»",36686000.0,80.0,64,,2.59,9,1.0,1.0,1.0,0.0,10,13,0.0,13.0
54,149583196,1,36686778.0,79.8,,,2.59,10,1.0,0.0,0.0,0.0,10,13,1.0,13.0
55,51533624,2,37000000.0,65.0,,,2.53,3,1.0,0.0,0.0,0.0,8,8,0.0,13.0
56,149928605,4,85730805.0,125.0,100,,2.01,7,1.0,1.0,0.0,0.0,2,4,0.0,13.0
57,38407054,,729290900.0,493.0,270,44,1.45,3,1.0,1.0,1.0,1.0,8,8,0.0,13.0
58,47900722,2,174075433.0,172.1,,,1.69,10,1.0,1.0,0.0,0.0,6,7,1.0,13.0
59,147993838,3,37000000.0,89.0,37,21.6,2.24,5,1.0,1.0,1.0,0.0,6,8,0.0,13.0
60,150638454,3,38102580.0,65.0,54,7,2.18,5,1.0,1.0,0.0,0.0,2,4,0.0,13.0
61,149130175,3,38000000.0,88.0,50,9,1.38,5,1.0,1.0,1.0,1.0,4,7,0.0,13.0
62,148991744,4,38000000.0,88.0,50,9,1.41,6,1.0,1.0,1.0,1.0,4,7,0.0,13.0
63,150554107,3,38800000.0,80.1,42.6,9,2.24,3,1.0,1.0,1.0,1.0,5,8,0.0,13.0
64,149124443,3,38800000.0,80.1,42.6,9,2.24,3,1.0,1.0,1.0,1.0,5,8,0.0,13.0
65,149790547,4,39500000.0,107.3,70,11,2.67,3,1.0,1.0,0.0,0.0,6,6,1.0,13.0
66,149670412,2,39500000.0,48.0,38,,1.78,10,1.0,1.0,0.0,0.0,3,3,0.0,13.0
67,150158296,3,40000000.0,86.0,63,9.2,1.37,7,1.0,1.0,1.0,1.0,3,7,0.0,13.0
68,148442519,2,40150000.0,80.3,57,14,2.59,5,1.0,1.0,0.0,0.0,5,13,0.0,13.0
69,149809962,2,40642752.0,67.0,48,8,2.84,7,1.0,0.0,0.0,1.0,3,8,0.0,13.0
70,149889192,2,41200000.0,60.0,35,9,2.32,5,1.0,1.0,1.0,1.0,6,9,0.0,13.0
71,149123610,5,41250000.0,122.0,76,9,2.27,5,1.0,1.0,1.0,0.0,2,5,0.0,13.0
72,150638583,2,41500000.0,68.0,42,9,1.95,7,1.0,1.0,0.0,1.0,3,8,0.0,13.0
73,49747599,3,42000000.0,87.4,51.2,13.3,2.9,7,1.0,0.0,1.0,1.0,9,12,0.0,13.0
74,33568930,3,42547881.0,86.0,54,16.8,1.37,3,1.0,0.0,1.0,1.0,3,6,0.0,13.0
75,39053177,3,43000000.0,100.0,58,16,2.9,4,1.0,0.0,1.0,1.0,5,12,0.0,13.0
76,144871995,1,43363799.0,70.7,,,2.59,12,1.0,0.0,0.0,0.0,9,13,1.0,13.0
77,31130440,3,44000000.0,96.3,56,12,1.99,5,1.0,1.0,1.0,0.0,4,5,0.0,13.0
78,148088800,3,44000000.0,82.0,,,1.37,7,1.0,0.0,0.0,0.0,3,7,0.0,13.0
79,148454076,4,45000000.0,129.6,81,15,1.73,10,1.0,1.0,0.0,1.0,2,6,0.0,13.0
80,142125180,5,45000000.0,109.0,80,8,1.91,7,1.0,1.0,1.0,0.0,5,7,0.0,13.0
81,149251907,2,45000000.0,70.0,35,13,2.9,8,1.0,1.0,1.0,1.0,8,12,0.0,13.0
82,150788878,2,45000000.0,70.0,,,2.9,7,1.0,1.0,1.0,0.0,8,12,0.0,13.0
83,150335934,2,45723096.0,72.0,42,15,2.9,6,1.0,0.0,1.0,0.0,11,11,0.0,13.0
84,28211650,2,12000000.0,41.9,30,7,2.7,4,1.0,0.0,1.0,0.0,4,8,0.0,14.0
85,149265216,4,101500000.0,156.0,80,28,2.08,5,1.0,1.0,0.0,0.0,2,7,0.0,14.0
86,149517616,,103470000.0,215.8,,,4.1,5,1.0,1.0,0.0,0.0,9,9,0.0,14.0
87,149031353,1,4403057.0,22.7,22.7,,4.05,6,1.0,0.0,0.0,0.0,3,                ,1.0,14.0
88,149031259,1,4585315.0,17.3,17.3,,4.05,6,1.0,0.0,0.0,0.0,2,                ,1.0,14.0
89,150346368,1,4814581.0,17.3,17.3,,4.08,5,1.0,1.0,0.0,0.0,2,6,0.0,14.0
90,148567438,1,4814581.0,17.3,,,4.08,5,1.0,0.0,0.0,0.0,2,5,0.0,14.0
91,149023045,1,5377566.0,18.3,,,4.08,5,1.0,0.0,0.0,0.0,5,5,0.0,14.0
92,149031321,1,5377566.0,18.3,18.3,,4.05,6,1.0,0.0,0.0,0.0,5,                ,1.0,14.0
93,148794719,1,5496232.0,23.7,23.7,,4.08,5,1.0,1.0,0.0,0.0,2,6,0.0,14.0
94,149565205,1,6200000.0,37.4,20,9.6,5.19,10,1.0,0.0,0.0,1.0,1,1,0.0,14.0
95,148708005,1,6258687.0,25.5,,,4.08,5,1.0,0.0,0.0,0.0,4,4,0.0,14.0
96,149031382,1,6258687.0,25.5,25.5,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
97,149031327,1,6285999.0,32.6,32.6,,4.05,6,1.0,0.0,0.0,0.0,2,                ,1.0,14.0
98,150463857,1,6300000.0,35.0,18,8,4.98,12,0.0,0.0,1.0,0.0,1,4,0.0,14.0
99,148800467,1,6325576.0,29.5,29.5,,4.07,5,1.0,1.0,0.0,0.0,3,6,0.0,14.0
100,149023309,1,6325576.0,30.0,,,4.08,5,1.0,0.0,0.0,0.0,3,4,0.0,14.0
101,149812301,1,6437035.0,33.5,,,4.08,5,1.0,0.0,0.0,0.0,3,4,0.0,14.0
102,149023307,1,6449418.0,28.5,,,4.08,5,1.0,0.0,0.0,0.0,4,4,0.0,14.0
103,149031374,1,6449418.0,29.5,29.5,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
104,149031349,1,6467402.0,28.2,28.2,,4.05,6,1.0,0.0,0.0,0.0,3,                ,1.0,14.0
105,149031376,1,6577730.0,28.1,28.1,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
106,149031235,1,6889007.0,26.1,26.1,,4.05,6,1.0,0.0,0.0,0.0,1,                ,1.0,14.0
107,150645957,1,7200000.0,31.0,18,6,4.47,4,1.0,1.0,0.0,0.0,2,9,0.0,14.0
108,150118457,1,7220153.0,33.6,33.6,,4.07,5,1.0,1.0,0.0,0.0,3,6,0.0,14.0
109,149031318,1,7318676.0,24.8,24.8,,4.05,6,1.0,0.0,0.0,0.0,5,                ,1.0,14.0
110,149031368,1,7334891.0,32.5,32.5,,4.05,6,1.0,0.0,0.0,0.0,3,                ,1.0,14.0
111,149396229,1,7400000.0,32.0,19.5,6,3.57,5,1.0,0.0,0.0,1.0,4,5,0.0,14.0
112,140888860,2,23020800.0,65.0,50,15,3.55,10,1.0,1.0,0.0,0.0,2,7,1.0,14.0
113,148847130,4,45900000.0,102.0,50,22.3,4.43,10,1.0,1.0,0.0,0.0,8,23,0.0,14.0
114,149489716,1,5600000.0,33.0,21,8,4.05,6,1.0,1.0,1.0,1.0,3,5,0.0,14.0
115,149031262,1,7411462.0,27.6,27.6,,4.05,6,1.0,0.0,0.0,0.0,2,                ,1.0,14.0
116,149063476,1,7500000.0,35.2,17,8.5,5.16,10,1.0,0.0,0.0,1.0,9,12,0.0,14.0
117,148708004,1,7764334.0,32.2,,,4.08,5,1.0,0.0,0.0,0.0,4,4,0.0,14.0
118,150833993,1,7787802.0,32.2,,,4.05,9,1.0,1.0,0.0,0.0,3,6,1.0,14.0
119,149031373,1,7804265.0,35.6,35.6,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
120,147872339,1,7863878.0,29.0,29,,4.08,5,1.0,1.0,0.0,0.0,2,6,0.0,14.0
121,148800461,2,8081363.0,55.2,55.2,,4.07,5,1.0,1.0,0.0,0.0,2,6,0.0,14.0
122,149808778,1,8081363.0,55.2,,,4.08,5,1.0,0.0,0.0,0.0,2,5,0.0,14.0
123,149808771,2,8081363.0,55.2,,,4.08,5,1.0,0.0,0.0,0.0,2,5,0.0,14.0
124,150118455,1,8112552.0,39.8,39.8,,4.07,5,1.0,1.0,0.0,0.0,2,6,0.0,14.0
125,150552626,1,8200000.0,36.0,18,9,3.99,11,1.0,0.0,0.0,1.0,12,12,0.0,14.0
126,150833988,1,8230204.0,30.6,,,4.05,9,1.0,1.0,0.0,0.0,5,6,1.0,14.0
127,148901680,1,8299000.0,35.0,19,10,4.8,5,1.0,0.0,1.0,0.0,7,12,0.0,14.0
128,148398513,1,8300000.0,35.0,17,10,4.8,5,0.0,0.0,1.0,0.0,7,12,0.0,14.0
129,149031331,1,8375472.0,37.9,37.9,,4.05,6,1.0,0.0,0.0,0.0,2,                ,1.0,14.0
130,50540787,1,8400000.0,32.0,19,5.1,3.72,6,1.0,1.0,1.0,1.0,9,9,0.0,14.0
131,150538968,1,8400000.0,39.0,19,8,5.75,14,1.0,1.0,1.0,1.0,7,16,0.0,14.0
132,149031386,1,8513060.0,37.0,37,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
133,149031231,1,8570754.0,44.0,44,,4.05,6,1.0,0.0,0.0,0.0,1,                ,1.0,14.0
134,150923798,2,8600000.0,52.0,37,12,6.14,18,1.0,0.0,0.0,1.0,1,13,0.0,14.0
135,149031391,1,8611226.0,36.8,36.8,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
136,149031314,1,8753326.0,37.6,37.6,,4.05,6,1.0,0.0,0.0,0.0,5,                ,1.0,14.0
137,149031239,1,8851913.0,40.3,40.3,,4.05,6,1.0,0.0,0.0,0.0,2,                ,1.0,14.0
138,149031367,1,8896178.0,39.4,39.4,,4.05,6,1.0,0.0,0.0,0.0,3,                ,1.0,14.0
139,150833983,1,8903736.0,43.7,,,4.05,9,1.0,1.0,0.0,0.0,3,6,1.0,14.0
140,148847130,4,45900000.0,102.0,50,22.3,4.43,10,1.0,1.0,0.0,0.0,8,23,0.0,14.0
141,149924151,свободнаяпланировка в ЖК«LoftFactory»,24225000.0,85.0,60,15,3.6,10,1.0,0.0,0.0,0.0,3,3,0.0,14.0
142,150649603,,53000000.0,265.0,166.7,,2.01,15,1.0,0.0,1.0,0.0,4,5,0.0,14.0
143,149031385,1,8943624.0,49.9,49.9,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
144,149031383,1,8949981.0,38.9,38.9,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
145,150809777,1,9000000.0,40.0,20,10,4.35,7,1.0,0.0,1.0,0.0,1,12,0.0,14.0
146,148934694,1,9000000.0,31.0,18,5,2.86,11,1.0,0.0,0.0,1.0,3,9,0.0,14.0
147,149031215,1,9027459.0,41.1,41.1,,4.05,6,1.0,0.0,0.0,0.0,1,                ,1.0,14.0
148,150118029,2,9117548.0,53.3,53.3,,4.07,5,1.0,1.0,0.0,0.0,3,6,0.0,14.0
149,149031357,1,9117548.0,53.3,53.3,,4.05,6,1.0,0.0,0.0,0.0,3,                ,1.0,14.0
150,148533758,2,9300000.0,42.0,27,5,6.33,7,1.0,1.0,1.0,1.0,8,9,0.0,14.0
151,149031240,1,9310992.0,41.6,41.6,,4.05,6,1.0,0.0,0.0,0.0,2,                ,1.0,14.0
152,149920195,1,9356608.0,42.6,42.6,,4.08,5,1.0,1.0,0.0,0.0,2,6,0.0,14.0
153,150329842,2,9390000.0,37.0,22,8,4.47,2,1.0,0.0,1.0,0.0,1,9,0.0,14.0
154,150468272,2,9500000.0,39.5,22.2,7.5,4.35,5,1.0,0.0,1.0,1.0,11,12,0.0,14.0
155,150638572,2,9700000.0,50.0,30,7,6.07,11,1.0,1.0,0.0,1.0,1,14,0.0,14.0
156,149031297,1,9746690.0,42.0,42,,4.05,6,1.0,0.0,0.0,0.0,5,                ,1.0,14.0
157,149920200,2,9768439.0,46.2,46.2,,4.08,5,1.0,1.0,0.0,0.0,5,6,0.0,14.0
158,150833980,1,9769141.0,44.5,,,4.05,9,1.0,1.0,0.0,0.0,2,6,1.0,14.0
159,149323017,3,9800000.0,58.0,42,5.5,6.43,8,1.0,1.0,1.0,1.0,6,9,0.0,14.0
160,149490088,1,9800000.0,60.0,45,10,4.05,5,1.0,1.0,0.0,1.0,3,5,0.0,14.0
161,149031213,1,9865843.0,45.9,45.9,,4.05,6,1.0,0.0,0.0,0.0,1,                ,1.0,14.0
162,150118460,3,9886025.0,59.1,59.1,,4.07,5,1.0,1.0,0.0,0.0,3,6,0.0,14.0
163,149031371,1,9886025.0,59.1,59.1,,4.05,6,1.0,0.0,0.0,0.0,3,                ,1.0,14.0
164,150911073,1,9900000.0,30.0,15,8,2.66,7,1.0,0.0,0.0,0.0,7,8,0.0,14.0
165,150235286,2,9930382.0,46.2,46.2,,4.08,5,1.0,1.0,0.0,0.0,1,6,0.0,14.0
166,149414837,2,10000000.0,45.0,27,7,3.99,10,1.0,0.0,1.0,1.0,10,12,0.0,14.0
167,149031286,1,10056458.0,44.1,44.1,,4.05,6,1.0,0.0,0.0,0.0,4,                ,1.0,14.0
168,150297620,3,106104000.0,119.5,82.7,10,1.45,5,1.0,1.0,0.0,0.0,6,6,1.0,15.0
169,149954187,4,110000000.0,144.7,55.9,38.7,2.36,9,1.0,0.0,1.0,1.0,7,11,0.0,15.0
170,149724148,2,58292406.0,139.8,,,0.96,8,1.0,0.0,0.0,0.0,2,6,1.0,15.0
171,150856219,3,8150000.0,56.0,40,6,2.15,4,1.0,0.0,1.0,1.0,4,5,0.0,15.0
172,150854616,3,8150000.0,56.0,40,6,2.15,5,1.0,0.0,0.0,0.0,4,5,0.0,15.0
173,148894545,1,9100000.0,38.0,19.1,10,2.41,9,1.0,0.0,1.0,1.0,12,16,0.0,15.0
174,149781961,1,9900000.0,38.0,19.5,9.1,2.12,3,1.0,1.0,0.0,1.0,10,14,0.0,15.0
175,150780674,1,10900000.0,45.0,19,22,2.46,9,1.0,0.0,1.0,0.0,2,12,0.0,15.0
176,137145027,2,10900000.0,45.0,19,22,2.46,5,1.0,0.0,0.0,0.0,2,12,0.0,15.0
177,149726378,1,11249465.0,38.6,20,6,2.53,8,1.0,1.0,0.0,1.0,2,7,1.0,15.0
178,150362484,2,11500000.0,40.0,23,6,2.0,3,1.0,0.0,1.0,1.0,4,9,0.0,15.0
179,150119561,2,12100000.0,48.0,35,10,2.31,5,1.0,0.0,0.0,1.0,9,9,0.0,15.0
180,150866572,1,12149427.0,38.6,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
181,150222232,1,12149427.0,38.6,,,2.53,8,1.0,1.0,0.0,0.0,2,7,1.0,15.0
182,149011459,1,12149400.0,38.6,31.7,8,2.52,5,1.0,1.0,0.0,0.0,2,7,1.0,15.0
183,149582831,1,12149427.0,38.6,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
184,150866571,1,12177740.0,38.7,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
185,48905331,1,12177741.0,38.7,,,2.5,5,1.0,1.0,0.0,0.0,2,7,1.0,15.0
186,51898234,2,12250000.0,51.0,30,9.5,2.31,7,1.0,0.0,1.0,1.0,12,12,0.0,15.0
187,150866574,1,12393120.0,38.6,,,2.53,8,1.0,0.0,0.0,0.0,3,7,1.0,15.0
188,150866570,1,12533034.0,38.7,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
189,150866576,1,12614713.0,38.5,,,2.53,8,1.0,0.0,0.0,0.0,4,7,1.0,15.0
190,48893476,1,12755239.0,38.1,,,2.5,5,1.0,1.0,0.0,0.0,2,7,1.0,15.0
191,49243271,1,12885519.0,38.6,,,2.5,5,1.0,1.0,0.0,0.0,5,7,1.0,15.0
192,149582832,1,12888859.0,38.6,,,2.53,8,1.0,0.0,0.0,0.0,5,7,1.0,15.0
193,150866577,1,13149940.0,38.0,,,2.53,8,1.0,0.0,0.0,0.0,7,7,1.0,15.0
194,147822175,3,13450000.0,75.0,56,7,2.3,15,1.0,1.0,1.0,1.0,5,5,0.0,15.0
195,150585733,3,13500000.0,55.0,40,5,2.15,5,1.0,0.0,1.0,1.0,2,5,0.0,15.0
196,150317009,5,129000000.0,202.0,1,17,2.36,9,1.0,1.0,0.0,1.0,7,14,0.0,15.0
197,150537921,2,30900000.0,75.0,42,12,2.36,5,1.0,1.0,0.0,0.0,10,13,0.0,15.0
198,149144742,3,63044800.0,145.6,110,20,2.05,5,0.0,1.0,1.0,0.0,3,3,0.0,15.0
199,48897086,1,13889099.0,39.5,,,2.5,5,1.0,1.0,0.0,0.0,2,7,1.0,15.0
200,48893631,1,13906174.0,39.0,,,2.5,5,1.0,1.0,0.0,0.0,7,7,1.0,15.0
201,150933018,1,13990000.0,45.0,22,7,2.08,2,1.0,1.0,0.0,0.0,7,15,0.0,15.0
202,150246123,1,14000000.0,35.0,18,9,1.34,4,1.0,1.0,0.0,0.0,12,12,0.0,15.0
203,48902971,1,14124046.0,38.2,,,2.5,5,1.0,1.0,0.0,0.0,4,7,1.0,15.0
204,149725946,2,14256211.0,48.2,32.2,5.1,2.53,8,1.0,1.0,0.0,1.0,2,11,1.0,15.0
205,48902721,1,14278236.0,39.8,,,2.5,5,1.0,1.0,0.0,0.0,4,6,1.0,15.0
206,149726250,1,14387994.0,38.0,19.5,,2.53,8,1.0,1.0,0.0,1.0,2,10,1.0,15.0
207,48913011,1,14559410.0,38.3,,,2.5,5,1.0,1.0,0.0,0.0,6,6,1.0,15.0
208,149008335,1,14615199.0,35.9,28,10,2.53,8,1.0,1.0,0.0,1.0,3,7,1.0,15.0
209,147651364,2,14700000.0,65.0,34,8,2.03,5,1.0,1.0,0.0,0.0,1,5,0.0,15.0
210,149726176,2,14968983.0,48.2,32.2,5.1,2.53,8,1.0,1.0,0.0,1.0,2,11,1.0,15.0
211,50480632,3,15000000.0,80.7,53,6,2.47,8,1.0,1.0,1.0,0.0,3,6,0.0,15.0
212,148586137,3,15200000.0,63.0,48,4,1.62,9,1.0,1.0,1.0,0.0,1,5,0.0,15.0
213,150791335,3,15200000.0,67.0,48,9,2.47,8,1.0,0.0,1.0,1.0,5,6,0.0,15.0
214,48903176,1,15422644.0,38.3,,,2.5,5,1.0,1.0,0.0,0.0,7,7,1.0,15.0
215,150645880,3,15500000.0,68.0,39,12,2.0,5,1.0,1.0,1.0,0.0,2,7,0.0,15.0
216,150110842,1,15512784.0,38.0,,,2.5,5,1.0,1.0,0.0,0.0,7,7,1.0,15.0
217,150866578,1,15558049.0,45.6,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
218,149011453,1,15638200.0,38.9,31.9,8,2.52,5,1.0,1.0,0.0,0.0,3,7,1.0,15.0
219,149252330,1,15638289.0,38.9,23,6,2.53,7,1.0,1.0,0.0,0.0,3,7,1.0,15.0
220,48899046,1,15638290.0,38.9,,,2.5,5,1.0,1.0,0.0,0.0,3,7,1.0,15.0
221,150638611,2,15800000.0,46.0,30,7,1.49,4,1.0,1.0,0.0,0.0,3,8,0.0,15.0
222,148633478,1,15839192.0,39.4,,,2.53,8,1.0,0.0,0.0,0.0,3,7,1.0,15.0
223,150933339,2,15900000.0,53.0,33,6,1.62,7,1.0,1.0,0.0,1.0,10,13,0.0,15.0
224,150696864,2,37000000.0,80.0,60,20,2.17,2,1.0,1.0,1.0,1.0,4,7,0.0,15.0
225,148933552,5,119580000.0,199.3,150,30,2.05,10,0.0,1.0,1.0,1.0,4,7,0.0,15.0
226,149881499,3,72660000.0,121.1,84,15,2.05,3,1.0,1.0,1.0,1.0,7,7,0.0,15.0
227,48896771,1,15937147.0,45.8,,,2.5,5,1.0,1.0,0.0,0.0,5,7,1.0,15.0
228,149011460,1,15937100.0,45.8,37.6,8,2.52,5,1.0,1.0,0.0,0.0,5,7,1.0,15.0
229,149582829,1,15992190.0,42.1,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
230,149713337,2,16000000.0,54.0,29.1,8.4,1.95,1,1.0,0.0,1.0,1.0,9,14,0.0,15.0
231,48912781,1,16123224.0,39.3,,,2.5,5,1.0,1.0,0.0,0.0,4,7,1.0,15.0
232,48903006,1,16147815.0,39.4,,,2.5,5,1.0,1.0,0.0,0.0,4,7,1.0,15.0
233,150110852,1,16416367.0,37.8,,,2.5,5,1.0,1.0,0.0,0.0,6,7,1.0,15.0
234,150866579,2,16465925.0,48.2,,,2.53,8,1.0,0.0,0.0,0.0,2,7,1.0,15.0
235,149912658,2,16500000.0,62.0,36,9,2.01,10,1.0,1.0,0.0,0.0,5,5,0.0,15.0
236,48903531,1,16812514.0,42.1,,,2.5,5,1.0,1.0,0.0,0.0,4,7,1.0,15.0
237,150281834,2,16899000.0,40.0,23,7,1.58,5,1.0,0.0,0.0,1.0,14,17,0.0,15.0
238,148282356,2,16900000.0,40.0,20,16,1.88,15,1.0,0.0,1.0,1.0,4,9,0.0,15.0
239,150638525,2,17000000.0,58.0,36,6,2.37,7,1.0,1.0,0.0,0.0,1,6,0.0,15.0
240,148562206,2,17000000.0,52.0,31,10,1.67,9,1.0,1.0,1.0,1.0,5,5,0.0,15.0
241,150110827,1,17075972.0,39.4,,,2.5,5,1.0,1.0,0.0,0.0,6,7,1.0,15.0
242,139457465,1,17091393.0,46.1,,,2.5,5,1.0,1.0,0.0,0.0,7,7,1.0,15.0
243,48903516,1,17117769.0,42.0,,,2.5,5,1.0,1.0,0.0,0.0,5,7,1.0,15.0
244,48898536,1,17149453.0,45.2,,,2.5,5,1.0,1.0,0.0,0.0,6,7,1.0,15.0
245,149862171,2,17400000.0,53.0,33,6,1.62,9,1.0,0.0,1.0,1.0,6,14,0.0,15.0
246,146689434,3,17500000.0,55.1,36.4,5.9,1.61,6,1.0,0.0,1.0,1.0,3,5,0.0,15.0
